#====================
kp=0.1000
#n_loop, t_ms, des_pos, e, diff, position
3922,22507.03,2167,-1339,-183,3506
3923,22512.91,2087,-1315,-124,3402
3924,22518.78,2032,-1336,-139,3368
3925,22524.65,2003,-1369,-146,3372
3926,22530.53,2003,-1286,-103,3289
3927,22536.41,2029,-1308,-137,3337
3928,22542.26,2083,-1120,-55,3203
3929,22548.12,2161,-984,-57,3145
3930,22553.91,2261,-817,-31,3078
3931,22559.68,2381,-724,-44,3105
3932,22565.44,2517,-499,17,3016
3933,22571.23,2667,-312,24,2979
3934,22577.02,2825,88,128,2737
3935,22582.75,2987,83,6,2904
3936,22588.41,3147,384,128,2763
3937,22594.21,3307,589,120,2718
3938,22600.01,3459,841,159,2618
3939,22605.81,3599,1011,152,2588
3940,22611.65,3723,1135,150,2588
3941,22617.48,3827,1172,128,2655
3942,22623.34,3908,1140,104,2768
3943,22629.18,3965,1153,119,2812
3944,22635.01,3995,1137,108,2858
3945,22640.87,3997,1090,94,2907
3946,22646.70,3972,1110,117,2862
3947,22652.58,3920,934,40,2986
3948,22658.35,3844,803,41,3041
3949,22664.09,3745,758,62,2987
3950,22669.82,3627,488,-32,3139
3951,22675.60,3491,280,-34,3211
3952,22681.37,3341,60,-60,3281
3953,22687.09,3184,-149,-77,3333
3954,22692.85,3021,-305,-77,3326
3955,22698.61,2857,-529,-120,3386
3956,22704.42,2696,-676,-111,3372
3957,22710.25,2543,-877,-148,3420
3958,22716.06,2402,-1071,-165,3473
3959,22721.92,2277,-1228,-169,3505
3960,22727.80,2171,-1311,-156,3482
3961,22733.66,2090,-1272,-115,3362
3962,22739.54,2033,-1307,-141,3340
3963,22745.41,2004,-1391,-164,3395
3964,22751.29,2002,-1361,-127,3363
3965,22757.19,2029,-1221,-80,3250
3966,22763.02,2083,-1128,-84,3211
3967,22768.83,2162,-982,-54,3144
3968,22774.59,2263,-821,-33,3084
3969,22780.39,2385,-719,-41,3104
3970,22786.15,2523,-383,62,2906
3971,22791.95,2674,-229,23,2903
3972,22797.73,2835,-16,62,2851
3973,22803.46,2998,108,48,2890
3974,22809.22,3163,409,131,2754
3975,22815.02,3324,609,120,2715
3976,22820.81,3475,781,129,2694
3977,22826.60,3614,959,149,2655
3978,22832.39,3736,1080,144,2656
3979,22838.24,3839,1167,142,2672
3980,22844.08,3918,1217,136,2701
3981,22849.93,3971,1145,92,2826
3982,22855.73,3997,1140,112,2857
3983,22861.57,3995,1190,134,2805
3984,22867.44,3965,1019,50,2946
3985,22873.24,3908,935,68,2973
3986,22878.97,3828,910,83,2918
3987,22884.71,3724,670,-5,3054
3988,22890.46,3601,483,-7,3118
3989,22896.15,3463,278,-33,3185
3990,22901.92,3310,130,-31,3180
3991,22907.69,3148,-156,-101,3304
3992,22913.50,2982,-313,-78,3295
3993,22919.26,2817,-570,-134,3387
3994,22925.09,2655,-679,-100,3334
3995,22930.90,2503,-850,-136,3353
3996,22936.70,2366,-993,-142,3359
3997,22942.52,2245,-1159,-165,3404
3998,22948.39,2146,-1320,-180,3466
3999,22954.26,2070,-1331,-136,3401
4000,22960.14,2021,-1367,-147,3388
4001,22965.97,2000,-1368,-137,3368
4002,22971.84,2008,-1365,-135,3373
4003,22977.74,2044,-1229,-82,3273
4004,22983.54,2107,-1047,-50,3154
4005,22989.35,2194,-967,-72,3161
4006,22995.12,2304,-729,-1,3033
4007,23000.84,2432,-596,-19,3028
4008,23006.60,2576,-436,4,3012
4009,23012.29,2730,-128,79,2858
4010,23018.07,2894,68,65,2826
4011,23023.75,3058,265,85,2793
4012,23029.52,3223,487,115,2736
4013,23035.33,3383,689,129,2694
4014,23041.12,3532,884,146,2648
4015,23046.92,3666,1031,147,2635
4016,23052.76,3782,1151,151,2631
4017,23058.60,3875,1278,165,2597
4018,23064.44,3944,1306,139,2638
4019,23070.29,3986,1252,109,2734
4020,23076.15,3999,1129,76,2870
4021,23081.98,3984,1160,125,2824
4022,23087.84,3941,1077,82,2864
4023,23093.64,3871,857,19,3014
4024,23099.42,3777,723,32,3054
4025,23105.18,3661,557,5,3104
4026,23110.91,3528,366,-20,3162
4027,23116.69,3379,139,-54,3240
4028,23122.45,3219,-77,-72,3296
4029,23128.19,3054,-208,-60,3262
4030,23133.96,2887,-439,-113,3326
4031,23139.76,2721,-608,-111,3329
4032,23145.58,2563,-800,-137,3363
4033,23151.39,2418,-975,-150,3393
4034,23157.21,2290,-1141,-163,3431
4035,23163.08,2180,-1282,-170,3462
4036,23168.94,2095,-1181,-87,3276
4037,23174.77,2036,-1293,-162,3329
4038,23180.64,2004,-1434,-185,3438
4039,23186.51,2002,-1290,-85,3292
4040,23192.36,2029,-1295,-131,3324
4041,23198.23,2084,-1129,-63,3213
4042,23204.05,2165,-989,-56,3154
4043,23209.81,2268,-826,-33,3094
4044,23215.60,2394,-722,-41,3116
4045,23221.35,2535,-515,10,3050
4046,23227.10,2689,-240,58,2929
4047,23232.84,2852,-22,63,2874
4048,23238.57,3019,156,69,2863
4049,23244.29,3185,376,103,2809
4050,23250.09,3348,500,87,2848
4051,23255.83,3500,764,155,2736
4052,23261.64,3639,931,143,2708
4053,23267.45,3760,983,113,2777
4054,23273.25,3858,1151,165,2707
4055,23279.10,3933,1117,101,2816
4056,23284.95,3980,1122,113,2858
4057,23290.78,3999,1094,101,2905
4058,23296.63,3989,1056,94,2933
4059,23302.47,3950,963,68,2987
4060,23308.20,3884,948,90,2936
4061,23313.98,3793,727,6,3066
4062,23319.71,3680,565,7,3115
4063,23325.42,3548,377,-18,3171
4064,23331.20,3400,143,-55,3257
4065,23336.97,3240,-65,-68,3305
4066,23342.68,3074,-276,-90,3350
4067,23348.45,2905,-486,-111,3391
4068,23354.28,2737,-612,-99,3349
4069,23360.03,2579,-809,-140,3388
4070,23365.86,2430,-986,-151,3416
4071,23371.68,2299,-1124,-153,3423
4072,23377.57,2187,-1223,-152,3410
4073,23383.42,2099,-1361,-177,3460
4074,23389.30,2038,-1378,-142,3416
4075,23395.16,2005,-1396,-145,3401
4076,23401.05,2002,-1283,-94,3285
4077,23406.89,2028,-1300,-135,3328
4078,23412.79,2084,-1203,-91,3287
4079,23418.62,2166,-1066,-65,3232
4080,23424.42,2272,-818,-7,3090
4081,23430.15,2398,-707,-37,3105
4082,23435.90,2541,-484,18,3025
4083,23441.65,2697,-203,64,2900
4084,23447.42,2863,18,68,2845
4085,23453.10,3030,139,50,2891
4086,23458.86,3198,448,137,2750
4087,23464.66,3362,663,130,2699
4088,23470.45,3515,853,142,2662
4089,23476.27,3654,1062,168,2592
4090,23482.10,3774,1126,131,2648
4091,23487.95,3871,1185,136,2686
4092,23493.80,3942,1125,94,2817
4093,23499.60,3985,1214,148,2771
4094,23505.44,3999,1183,109,2816
4095,23511.32,3984,1052,65,2932
4096,23517.12,3939,1064,110,2875
4097,23522.95,3867,867,27,3000
4098,23528.69,3770,722,28,3048
4099,23534.43,3652,667,50,2985
4100,23540.16,3514,365,-54,3149
4101,23545.95,3361,130,-57,3231
4102,23551.71,3197,-29,-50,3226
4103,23557.44,3029,-243,-88,3272
4104,23563.20,2859,-528,-138,3387
4105,23569.00,2692,-762,-146,3454
4106,23574.80,2534,-841,-107,3375
4107,23580.61,2389,-1010,-151,3399
4108,23586.48,2261,-1144,-154,3405
4109,23592.35,2156,-1242,-153,3398
4110,23598.25,2075,-1276,-137,3351
4111,23604.11,2023,-1306,-139,3329
4112,23609.99,2000,-1303,-129,3303
4113,23615.85,2008,-1334,-142,3342
4114,23621.74,2046,-1268,-107,3314
4115,23627.60,2112,-1075,-49,3187
4116,23633.45,2206,-916,-43,3122
4117,23639.26,2322,-745,-23,3067
4118,23645.02,2457,-604,-18,3061
4119,23650.82,2609,-404,19,3013
4120,23656.60,2772,-188,46,2960
4121,23662.34,2941,-3,55,2944
4122,23668.03,3110,293,118,2817
4123,23673.84,3279,509,115,2770
4124,23679.60,3439,716,133,2723
4125,23685.40,3586,874,134,2712
4126,23691.20,3717,975,127,2742
4127,23696.98,3825,1148,166,2677
4128,23702.83,3911,1132,108,2779
4129,23708.68,3968,1153,121,2815
4130,23714.52,3997,1141,110,2856
4131,23720.40,3995,1101,98,2894
4132,23726.21,3963,1044,87,2919
4133,23732.05,3902,1041,103,2861
4134,23737.86,3814,814,13,3000
4135,23743.65,3702,676,26,3026
4136,23749.42,3569,499,-3,3070
4137,23755.12,3422,284,-36,3138
4138,23760.91,3260,48,-66,3212
4139,23766.62,3092,-172,-83,3264
4140,23772.38,2920,-300,-68,3220
4141,23778.16,2750,-581,-142,3331
4142,23783.99,2586,-776,-136,3362
4143,23789.80,2435,-933,-140,3368
4144,23795.57,2302,-997,-118,3299
4145,23801.40,2188,-1115,-146,3303
4146,23807.26,2099,-1264,-171,3363
4147,23813.14,2037,-1217,-107,3254
4148,23819.01,2004,-1304,-156,3308
4149,23824.89,2003,-1329,-140,3332
4150,23830.74,2032,-1189,-76,3221
4151,23836.56,2090,-996,-41,3086
4152,23842.31,2174,-860,-45,3034
4153,23848.08,2284,-585,24,2869
4154,23853.84,2415,-598,-63,3013
4155,23859.63,2563,-410,15,2973
4156,23865.37,2724,-205,41,2929
4157,23871.15,2894,13,66,2881
4158,23876.86,3065,313,121,2752
4159,23882.68,3237,532,118,2705
4160,23888.48,3402,733,133,2669
4161,23894.27,3554,997,178,2557
4162,23900.05,3690,1039,116,2651
4163,23905.88,3805,1141,144,2664
4164,23911.73,3896,1138,112,2758
4165,23917.60,3960,1239,154,2721
4166,23923.46,3994,1236,122,2758
4167,23929.33,3997,1191,105,2806
4168,23935.21,3969,1040,58,2929
4169,23941.01,3912,1034,101,2878
4170,23946.88,3826,800,9,3026
4171,23952.62,3716,734,53,2982
4172,23958.40,3585,434,-46,3151
4173,23964.16,3436,212,-45,3224
4174,23969.93,3274,75,-33,3199
4175,23975.66,3105,-234,-116,3339
4176,23981.47,2930,-373,-79,3303
4177,23987.25,2758,-572,-116,3330
4178,23993.05,2593,-771,-136,3364
4179,23998.86,2440,-954,-150,3394
4180,24004.67,2304,-1077,-144,3381
4181,24010.52,2189,-1196,-155,3385
4182,24016.39,2098,-1248,-140,3346
4183,24022.26,2036,-1373,-174,3409
4184,24028.12,2004,-1295,-106,3299
4185,24034.00,2003,-1259,-115,3262
4186,24039.89,2033,-1187,-97,3220
4187,24045.74,2094,-974,-33,3068
4188,24051.52,2182,-1015,-113,3197
4189,24057.38,2296,-746,6,3042
4190,24063.11,2429,-722,-65,3151
4191,24068.90,2580,-326,86,2906
4192,24074.63,2743,-243,0,2986
4193,24080.34,2913,-30,60,2943
4194,24086.06,3086,280,121,2806
4195,24091.87,3259,501,116,2758
4196,24097.68,3424,690,125,2734
4197,24103.47,3576,877,143,2699
4198,24109.26,3710,1018,144,2692
4199,24115.08,3822,1045,112,2777
4200,24120.92,3909,1183,159,2726
4201,24126.78,3968,1112,89,2856
4202,24132.56,3997,1105,108,2892
4203,24138.41,3994,1063,93,2931
4204,24144.26,3961,975,71,2986
4205,24150.02,3898,980,99,2918
4206,24155.81,3807,753,7,3054
4207,24161.54,3693,590,10,3103
4208,24167.29,3558,397,-18,3161
4209,24173.07,3404,173,-49,3231
4210,24178.84,3238,-57,-74,3295
4211,24184.56,3067,-270,-90,3337
4212,24190.32,2892,-500,-119,3392
4213,24196.13,2719,-624,-99,3343
4214,24201.89,2556,-868,-160,3424
4215,24207.70,2405,-1074,-169,3479
4216,24213.56,2272,-1259,-181,3531
4217,24219.44,2162,-1305,-144,3467
4218,24225.30,2078,-1278,-119,3356
4219,24231.17,2024,-1381,-169,3405
4220,24237.04,2000,-1347,-124,3347
4221,24242.88,2009,-1344,-133,3353
4222,24248.77,2049,-1153,-58,3202
4223,24254.57,2118,-1018,-61,3136
4224,24260.39,2216,-862,-39,3078
4225,24266.14,2336,-678,-12,3014
4226,24271.92,2477,-492,6,2969
4227,24277.63,2633,-382,-5,3015
4228,24283.37,2801,-78,83,2879
4229,24289.07,2974,68,50,2906
4230,24294.73,3146,277,90,2869
4231,24300.49,3317,581,149,2736
4232,24306.28,3479,785,139,2694
4233,24312.08,3626,964,150,2662
4234,24317.87,3753,1102,151,2651
4235,24323.71,3858,1201,149,2657
4236,24329.57,3936,1233,132,2703
4237,24335.41,3983,1271,138,2712
4238,24341.25,3999,1237,113,2762
4239,24347.10,3984,1170,96,2814
4240,24352.93,3937,1090,85,2847
4241,24358.76,3861,973,62,2888
4242,24364.52,3758,822,36,2936
4243,24370.31,3631,565,-20,3066
4244,24376.10,3484,356,-27,3128
4245,24381.87,3323,134,-53,3189
4246,24387.64,3152,-113,-85,3265
4247,24393.41,2975,-342,-102,3317
4248,24399.23,2798,-490,-93,3288
4249,24405.00,2629,-703,-134,3332
4250,24410.80,2470,-863,-134,3333
4251,24416.62,2328,-1020,-149,3348
4252,24422.48,2207,-1219,-181,3426
4253,24428.36,2110,-1223,-123,3333
4254,24434.21,2043,-1280,-145,3323
4255,24440.08,2006,-1375,-166,3381
4256,24445.92,2002,-1264,-93,3266
4257,24451.76,2029,-1196,-99,3225
4258,24457.59,2088,-1088,-76,3176
4259,24463.41,2175,-929,-45,3104
4260,24469.18,2288,-817,-48,3105
4261,24474.96,2424,-581,12,3005
4262,24480.73,2577,-465,-11,3042
4263,24486.48,2743,-269,31,3012
4264,24492.27,2919,-40,64,2959
4265,24498.00,3095,269,119,2826
4266,24503.81,3270,475,109,2795
4267,24509.62,3437,697,136,2740
4268,24515.39,3589,880,142,2709
4269,24521.18,3723,1057,158,2666
4270,24527.04,3836,1083,116,2753
4271,24532.89,3920,1226,165,2694
4272,24538.73,3975,1249,131,2726
4273,24544.60,3999,1141,81,2858
4274,24550.42,3990,1179,129,2811
4275,24556.28,3948,990,42,2958
4276,24562.02,3878,893,60,2985
4277,24567.79,3779,845,70,2934
4278,24573.52,3657,578,-22,3079
4279,24579.31,3513,307,-50,3206
4280,24585.10,3352,157,-29,3195
4281,24590.85,3181,-68,-74,3249
4282,24596.58,3005,-291,-96,3296
4283,24602.35,2827,-510,-116,3337
4284,24608.16,2654,-656,-109,3310
4285,24613.98,2491,-894,-160,3385
4286,24619.79,2346,-987,-126,3333
4287,24625.60,2221,-1108,-147,3329
4288,24631.46,2121,-1275,-177,3396
4289,24637.35,2049,-1242,-114,3291
4290,24643.20,2008,-1380,-179,3388
4291,24649.07,2001,-1355,-128,3356
4292,24654.92,2026,-1220,-81,3246
4293,24660.73,2082,-1040,-49,3122
4294,24666.54,2168,-897,-46,3065
4295,24672.31,2280,-615,23,2895
4296,24678.07,2415,-638,-70,3053
4297,24683.85,2569,-347,52,2916
4298,24689.60,2737,-219,16,2956
4299,24695.37,2913,-6,63,2919
4300,24701.05,3089,207,84,2882
4301,24706.81,3264,511,142,2753
4302,24712.62,3433,716,133,2717
4303,24718.41,3587,890,141,2697
4304,24724.22,3723,1033,146,2690
4305,24730.07,3836,1059,113,2777
4306,24735.91,3921,1176,152,2745
4307,24741.74,3976,1226,137,2750
4308,24747.59,3999,1203,113,2796
4309,24753.47,3989,1070,67,2919
4310,24759.25,3946,1085,113,2861
4311,24765.08,3873,954,56,2919
4312,24770.83,3772,827,44,2945
4313,24776.61,3646,648,11,2998
4314,24782.37,3500,347,-55,3153
4315,24788.16,3337,184,-30,3153
4316,24793.94,3163,-118,-102,3281
4317,24799.76,2982,-276,-75,3258
4318,24805.53,2803,-582,-150,3385
4319,24811.34,2630,-709,-109,3339
4320,24817.15,2469,-971,-175,3440
4321,24822.97,2324,-1060,-132,3384
4322,24828.84,2201,-1256,-184,3457
4323,24834.69,2105,-1341,-159,3446
4324,24840.57,2039,-1376,-148,3415
4325,24846.44,2004,-1373,-136,3377
4326,24852.32,2003,-1352,-128,3355
4327,24858.21,2036,-1214,-80,3250
4328,24864.04,2100,-1088,-71,3188
4329,24869.85,2194,-1027,-84,3221
4330,24875.69,2315,-779,-3,3094
4331,24881.40,2455,-568,6,3023
4332,24887.11,2613,-456,-12,3069
4333,24892.84,2783,-230,44,3013
4334,24898.58,2962,-8,65,2970
4335,24904.27,3139,295,120,2844
4336,24910.08,3316,420,79,2896
4337,24915.83,3480,719,161,2761
4338,24921.63,3631,907,147,2724
4339,24927.44,3761,1054,149,2707
4340,24933.28,3866,1167,150,2699
4341,24939.13,3943,1217,136,2726
4342,24945.00,3987,1150,94,2837
4343,24950.81,3999,1200,135,2799
4344,24956.68,3977,1136,94,2841
4345,24962.50,3923,1045,77,2878
4346,24968.33,3838,826,16,3012
4347,24974.10,3726,754,53,2972
4348,24979.87,3590,581,6,3009
4349,24985.61,3436,371,-25,3065
4350,24991.36,3268,117,-64,3151
4351,24997.11,3090,-190,-111,3280
4352,25002.93,2908,-356,-85,3264
4353,25008.70,2730,-585,-127,3315
4354,25014.52,2559,-848,-163,3407
4355,25020.33,2403,-947,-124,3350
4356,25026.15,2267,-1176,-186,3443
4357,25032.02,2155,-1296,-165,3451
4358,25037.88,2071,-1410,-175,3481
4359,25043.74,2019,-1319,-104,3338
4360,25049.61,2000,-1331,-136,3331
4361,25055.50,2015,-1266,-107,3281
4362,25061.38,2064,-1168,-87,3232
4363,25067.23,2144,-1046,-68,3190
4364,25073.08,2253,-872,-35,3125
4365,25078.87,2386,-765,-44,3151
4366,25084.64,2539,-421,61,2960
4367,25090.43,2708,-333,-6,3041
4368,25096.16,2885,-99,60,2984
4369,25101.86,3064,213,114,2851
4370,25107.65,3244,338,71,2906
4371,25113.39,3415,642,155,2773
4372,25119.19,3574,840,143,2734
4373,25125.00,3714,1009,151,2705
4374,25130.81,3829,1108,140,2721
4375,25136.66,3918,1142,124,2776
4376,25142.50,3975,1247,156,2728
4377,25148.35,3999,1153,87,2846
4378,25154.14,3989,1120,102,2869
4379,25160.00,3945,1026,74,2919
4380,25165.82,3870,914,57,2956
4381,25171.55,3767,785,39,2982
4382,25177.31,3638,612,9,3026
4383,25183.00,3490,411,-19,3079
4384,25188.76,3324,277,-12,3047
4385,25194.50,3148,-23,-92,3171
4386,25200.23,2967,-196,-71,3163
4387,25206.00,2786,-485,-135,3271
4388,25211.81,2611,-626,-104,3237
4389,25217.60,2449,-847,-151,3296
4390,25223.41,2306,-1070,-173,3376
4391,25229.25,2185,-1232,-171,3417
4392,25235.10,2092,-1278,-141,3370
4393,25240.97,2030,-1304,-138,3334
4394,25246.83,2001,-1284,-122,3285
4395,25252.71,2007,-1256,-117,3263
4396,25258.62,2048,-1083,-56,3131
4397,25264.47,2121,-960,-59,3081
4398,25270.23,2223,-680,16,2903
4399,25275.99,2350,-622,-44,2972
4400,25281.75,2500,-441,10,2941
4401,25287.49,2665,-213,47,2878
4402,25293.28,2843,-88,28,2931
4403,25299.00,3024,131,78,2893
4404,25304.74,3205,442,137,2763
4405,25310.55,3382,575,97,2807
4406,25316.29,3543,843,164,2700
4407,25322.09,3688,1002,147,2686
4408,25327.92,3810,1099,139,2711
4409,25333.79,3905,1119,117,2786
4410,25339.64,3968,1234,157,2734
4411,25345.49,3997,1150,89,2847
4412,25351.31,3992,1189,130,2803
4413,25357.18,3953,1114,88,2839
4414,25363.02,3881,1001,66,2880
4415,25368.84,3779,788,14,2991
4416,25374.57,3652,584,-2,3068
4417,25380.32,3503,376,-24,3127
4418,25386.09,3336,167,-46,3169
4419,25391.86,3158,-2,-50,3160
4420,25397.54,2978,-310,-123,3288
4421,25403.36,2793,-471,-95,3264
4422,25409.13,2618,-697,-137,3315
4423,25414.94,2453,-947,-169,3400
4424,25420.76,2308,-1025,-125,3333
4425,25426.61,2186,-1162,-157,3348
4426,25432.50,2091,-1231,-143,3322
4427,25438.35,2029,-1279,-142,3308
4428,25444.23,2001,-1297,-135,3298
4429,25450.07,2008,-1243,-108,3251
4430,25455.96,2050,-1145,-85,3195
4431,25461.76,2124,-1030,-68,3154
4432,25467.62,2229,-870,-39,3099
4433,25473.39,2359,-838,-74,3197
4434,25479.18,2512,-554,29,3066
4435,25484.93,2680,-347,27,3027
4436,25490.67,2858,-129,52,2987
4437,25496.45,3043,192,115,2851
4438,25502.26,3227,411,106,2816
4439,25508.07,3403,545,94,2858
4440,25513.83,3564,820,164,2744
4441,25519.63,3707,984,147,2723
4442,25525.44,3826,1029,116,2797
4443,25531.27,3916,1111,135,2805
4444,25537.11,3975,1140,122,2835
4445,25542.97,3999,1200,138,2799
4446,25548.84,3988,1072,68,2916
4447,25554.64,3943,1080,110,2863
4448,25560.50,3864,864,21,3000
4449,25566.29,3756,715,26,3041
4450,25572.06,3622,543,2,3079
4451,25577.77,3469,329,-31,3140
4452,25583.54,3298,94,-61,3204
4453,25589.27,3118,-148,-87,3266
4454,25595.03,2933,-302,-76,3235
4455,25600.81,2750,-532,-122,3282
4456,25606.62,2574,-748,-139,3322
4457,25612.44,2413,-990,-171,3403
4458,25618.25,2273,-1062,-127,3335
4459,25624.10,2157,-1222,-170,3379
4460,25629.97,2071,-1321,-161,3392
4461,25635.83,2018,-1399,-163,3417
4462,25641.70,2000,-1351,-120,3351
4463,25647.58,2017,-1291,-111,3308
4464,25653.42,2069,-1209,-96,3278
4465,25659.24,2154,-986,-31,3140
4466,25664.99,2267,-836,-38,3103
4467,25670.75,2405,-698,-28,3103
4468,25676.51,2564,-421,41,2985
4469,25682.30,2739,-288,11,3027
4470,25688.04,2921,-48,67,2969
4471,25693.75,3105,174,84,2931
4472,25699.48,3286,405,109,2881
4473,25705.28,3460,618,125,2842
4474,25711.08,3617,882,167,2735
4475,25716.89,3753,946,113,2807
4476,25722.68,3862,1130,168,2732
4477,25728.55,3942,1191,137,2751
4478,25734.40,3988,1107,85,2881
4479,25740.18,3999,1174,137,2825
4480,25746.05,3974,1098,87,2876
4481,25751.89,3915,901,30,3014
4482,25757.65,3824,850,69,2974
4483,25763.43,3705,578,-23,3127
4484,25769.21,3561,318,-46,3243
4485,25774.95,3398,216,-9,3182
4486,25780.67,3222,-96,-103,3318
4487,25786.42,3037,-243,-68,3280
4488,25792.21,2851,-530,-139,3381
4489,25798.02,2668,-686,-115,3354
4490,25803.83,2497,-883,-147,3380
4491,25809.65,2344,-1136,-189,3480
4492,25815.49,2213,-1202,-140,3415
4493,25821.36,2111,-1356,-181,3467
4494,25827.23,2040,-1354,-134,3394
4495,25833.07,2004,-1331,-126,3335
4496,25838.93,2004,-1377,-151,3381
4497,25844.82,2040,-1367,-133,3407
4498,25850.66,2110,-1138,-45,3248
4499,25856.51,2213,-987,-53,3200
4500,25862.30,2342,-789,-19,3131
4501,25868.06,2494,-469,49,2963
4502,25873.84,2664,-327,9,2991
4503,25879.56,2844,-114,52,2958
4504,25885.29,3030,15,40,3015
4505,25891.00,3214,334,129,2880
4506,25896.80,3393,462,84,2931
4507,25902.55,3557,738,156,2819
4508,25908.38,3704,919,146,2785
4509,25914.18,3825,1037,139,2788
4510,25920.04,3917,1023,98,2894
4511,25925.85,3975,1056,115,2919
4512,25931.70,3999,1120,131,2879
4513,25937.52,3987,1080,96,2907
4514,25943.31,3939,927,46,3012
4515,25949.05,3859,886,76,2973
4516,25954.81,3749,645,-7,3104
4517,25960.56,3612,463,-8,3149
4518,25966.27,3455,257,-36,3198
4519,25972.00,3282,92,-40,3190
4520,25977.70,3099,-218,-114,3317
4521,25983.50,2910,-373,-83,3283
4522,25989.27,2725,-673,-157,3398
4523,25995.10,2548,-800,-118,3348
4524,26000.90,2388,-993,-157,3381
4525,26006.71,2250,-1199,-181,3449
4526,26012.59,2137,-1306,-162,3443
4527,26018.44,2057,-1401,-168,3458
4528,26024.31,2010,-1383,-132,3393
4529,26030.18,2000,-1405,-147,3405
4530,26036.03,2027,-1340,-114,3367
4531,26041.90,2090,-1100,-38,3190
4532,26047.72,2184,-942,-46,3126
4533,26053.47,2307,-780,-29,3087
4534,26059.23,2455,-455,52,2910
4535,26065.03,2623,-417,-30,3040
4536,26070.79,2804,-196,46,3000
4537,26076.56,2991,31,71,2960
4538,26082.25,3177,248,89,2929
4539,26087.99,3358,479,117,2879
4540,26093.79,3528,680,128,2848
4541,26099.60,3679,945,174,2734
4542,26105.39,3805,1001,116,2804
4543,26111.25,3904,1156,162,2748
4544,26117.10,3969,1134,106,2835
4545,26122.92,3998,1118,107,2880
4546,26128.78,3991,1072,93,2919
4547,26134.57,3947,988,73,2959
4548,26140.34,3871,857,46,3014
4549,26146.11,3762,708,26,3054
4550,26151.89,3627,533,0,3094
4551,26157.57,3471,322,-31,3149
4552,26163.34,3296,172,-27,3124
4553,26169.12,3111,-146,-110,3257
4554,26174.94,2919,-311,-80,3230
4555,26180.73,2732,-538,-121,3270
4556,26186.55,2554,-756,-141,3310
4557,26192.36,2392,-939,-148,3331
4558,26198.15,2252,-1095,-156,3347
4559,26204.02,2139,-1209,-155,3348
4560,26209.86,2057,-1291,-153,3348
4561,26215.73,2010,-1317,-139,3327
4562,26221.62,2001,-1371,-153,3372
4563,26227.47,2028,-1222,-77,3250
4564,26233.32,2091,-1127,-84,3218
4565,26239.16,2188,-966,-48,3154
4566,26244.91,2313,-787,-25,3100
4567,26250.67,2462,-735,-57,3197
4568,26256.43,2631,-252,119,2883
4569,26262.25,2816,-224,-13,3040
4570,26268.02,3005,5,69,3000
4571,26273.67,3190,323,127,2867
4572,26279.47,3374,550,123,2824
4573,26285.24,3543,673,104,2870
4574,26291.04,3693,846,136,2847
4575,26296.84,3817,1066,172,2751
4576,26302.69,3913,1076,110,2837
4577,26308.52,3974,1117,124,2857
4578,26314.36,3999,1092,101,2907
4579,26320.25,3987,1056,94,2931
4580,26326.07,3938,967,70,2971
4581,26331.81,3856,843,47,3013
4582,26337.56,3742,689,22,3053
4583,26343.30,3603,497,-7,3106
4584,26349.01,3442,294,-31,3148
4585,26354.80,3263,51,-67,3212
4586,26360.50,3077,-188,-90,3265
4587,26366.26,2887,-341,-80,3228
4588,26372.02,2700,-583,-130,3283
4589,26377.83,2523,-787,-139,3310
4590,26383.65,2364,-966,-150,3330
4591,26389.47,2227,-1108,-153,3335
4592,26395.34,2119,-1285,-181,3404
4593,26401.20,2044,-1389,-170,3433
4594,26407.07,2005,-1366,-129,3371
4595,26412.94,2004,-1346,-128,3350
4596,26418.83,2040,-1254,-97,3294
4597,26424.67,2112,-1062,-48,3174
4598,26430.49,2217,-901,-41,3118
4599,26436.23,2350,-725,-19,3075
4600,26442.00,2506,-399,57,2905
4601,26447.75,2680,-374,-29,3054
4602,26453.52,2867,-161,47,3028
4603,26459.28,3058,85,82,2973
4604,26464.99,3246,301,94,2945
4605,26470.73,3425,507,112,2918
4606,26476.55,3591,723,137,2868
4607,26482.34,3735,877,133,2858
4608,26488.11,3851,993,134,2858
4609,26493.92,3936,1071,130,2865
4610,26499.75,3986,1079,110,2907
4611,26505.59,3999,1068,103,2931
4612,26511.47,3974,933,52,3041
4613,26517.25,3914,928,91,2986
4614,26523.02,3819,792,38,3027
4615,26528.80,3694,637,17,3057
4616,26534.55,3545,440,-15,3105
4617,26540.33,3374,303,-10,3071
4618,26546.12,3189,-24,-100,3213
4619,26551.86,2999,-256,-95,3255
4620,26557.65,2807,-500,-123,3307
4621,26563.47,2621,-645,-108,3266
4622,26569.29,2449,-856,-148,3305
4623,26575.11,2298,-1088,-178,3386
4624,26580.98,2173,-1261,-178,3434
4625,26586.85,2079,-1307,-144,3386
4626,26592.71,2021,-1268,-115,3289
4627,26598.60,2000,-1329,-151,3329
4628,26604.47,2017,-1291,-117,3308
4629,26610.33,2072,-1174,-82,3246
4630,26616.12,2161,-940,-23,3101
4631,26621.89,2281,-668,14,2949
4632,26627.64,2428,-654,-61,3082
4633,26633.40,2595,-364,50,2959
4634,26639.14,2778,-208,26,2986
4635,26644.87,2968,10,66,2958
4636,26650.59,3158,341,133,2817
4637,26656.39,3346,576,128,2770
4638,26662.20,3521,789,142,2732
